index,State,Commute Mode Share - Auto: Raw Value,Commute Mode Share - Auto: Score,Commute Mode Share - Transit: Raw Value,Commute Mode Share - Transit: Score,Commute Mode Share - Bicycle: Raw Value,Commute Mode Share - Bicycle: Score,Commute Mode Share - Walk: Raw Value,Commute Mode Share - Walk: Score,Complete Streets Policies: Raw Value,Complete Streets Policies: Score,"DUI/DWI Fatalities per 10,000 Residents: Raw Value","DUI/DWI Fatalities per 10,000 Residents: Score",Person Miles of Travel by Private Vehicle: Raw Value,Person Miles of Travel by Private Vehicle: Score,Person Miles of Travel by Walking: Raw Value,Person Miles of Travel by Walking: Score,Physical Activity from Transportation: Raw Value,Physical Activity from Transportation: Score,Proximity to Major Roadways: Raw Value,Proximity to Major Roadways: Score,"Road Traffic Fatalities per 100,000 Residents - Auto: Raw Value","Road Traffic Fatalities per 100,000 Residents - Auto: Score","Road Traffic Fatalities per 100,000 Residents - Bicycle: Raw Value","Road Traffic Fatalities per 100,000 Residents - Bicycle: Score","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Raw Value","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Score",Road Traffic Fatalities Exposure Rate - Auto: Raw Value,Road Traffic Fatalities Exposure Rate - Auto: Score,Road Traffic Fatalities Exposure Rate - Bicycle: Raw Value,Road Traffic Fatalities Exposure Rate - Bicycle: Score,Road Traffic Fatalities Exposure Rate - Pedestrian: Raw Value,Road Traffic Fatalities Exposure Rate - Pedestrian: Score,Seat Belt Use: Raw Value,Seat Belt Use: Score,Transit Trips per Capita: Raw Value,Transit Trips per Capita: Score,Use of Federal Funds for Bicycle and Pedestrian Efforts: Raw Value,Use of Federal Funds for Bicycle and Pedestrian Efforts: Score,Vehicle Miles Traveled per Capita: Raw Value,Vehicle Miles Traveled per Capita: Score,Unnamed: 41,Unnamed: 42,Unnamed: 43
194,"Greenville, NC",0.936,20.987184,7.8950397053746124E-3,34.50361,3.280009207043388E-3,37.531888,1.985268730578893E-2,34.179081,No policy,0,4.6,24.517283,0.568,23.822883,0.58,92.163894,0,99.995998,12.8,22.662887,0.7,1.559872,1.5,35.325294,13.7,24.067795,210.5,13.502782,75.4,31.408507,,,,,,,,,,,,,
195,"Greenville-Anderson-Mauldin, SC",0.933,23.468619,3.7807856344386137E-3,20.292628,1.5628671313734006E-3,21.158851,2.2360748182588451E-2,41.813572,No policy,0,4.6,24.44484,0.519,48.303779,0.52,63.749827,0,99.995998,10.6,38.507047,0.2,61.323597,1.6,28.504951,11.4,41.173526,101.8,24.04795,73.5,32.390214,,,,,,,,,,,,,
196,"Gulfport-Biloxi-Pascagoula, MS",0.928,28.190122,5.5265995686556435E-3,26.49324,1.8871315600287562E-3,24.367916,3.4354780733285406E-2,73.553457,No policy,0,3.7,37.830393,0.551,31.440072,0.50,50.737229,0,99.995998,12.5,24.36307,0.4,20.716045,1.9,19.923117,13.5,25.22986,198.6,14.212395,54.5,45.059861,,,,,,,,,,,,,
197,"Hagerstown-Martinsburg, MD-WV",0.929,27.197932,1.0880219564791217E-2,43.876948,1.0945566228844018E-3,16.441412,1.7030974318761029E-2,25.812258,No policy,0,7.0,7.556569,0.511,52.40044,0.54,76.489377,0,99.995998,12.8,22.777712,7.7304664640769086E-2,77.680446,0.9,73.168664,13.7,23.596325,70.6,30.667276,49.9,48.956809,,,,,,,,,,,,,
198,"Hammond, LA",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.600,12.481214,0.52,67.482423,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
199,"Hanford-Corcoran, CA",0.917,38.513508,1.1933821535123406E-2,46.97497,5.8403399330982731E-3,58.09614,2.5024862128198173E-2,49.80153,No policy,0,5.3,17.814258,0.556,28.879376,0.37,1.220613,0,99.995998,14.3,15.056272,0.1,66.882513,1.5,37.131084,15.6,14.474119,22.7,54.156552,58.4,42.103795,,,,,,,,,,,,,
200,"Harrisburg-Carlisle, PA",0.912,43.656621,1.3124002523846639E-2,50.33628,2.9692313402367963E-3,34.695175,3.3856660357050067E-2,72.5097,No policy,0,3.1,49.68297,0.455,79.525488,0.55,79.959824,0,99.995998,10.5,39.602411,0.2,56.121816,1.5,33.209512,11.5,40.09406,61.7,33.280745,45.5,53.078406,,,,,,,,,,,,,
201,"Harrisonburg, VA",0.886,69.005885,1.2160078497336697E-2,47.625351,7.8322119428090829E-3,70.334262,4.5977011494252873E-2,90.535342,No policy,0,2.3,65.830526,0.535,39.463769,0.51,57.832892,0,99.995998,12.6,23.792867,0.3,28.553074,1.1,56.016143,14.2,20.916606,41.2,41.553889,24.6,77.441239,,,,,,,,,,,,,
202,"Hartford-West Hartford-East Hartford, CT",0.895,61.108346,3.076041786714211E-2,83.578985,2.3743991973479944E-3,29.097286,2.6604795574567321E-2,54.367941,No policy,0,3.2,46.724342,0.461,77.400834,0.47,34.722011,7.3673486727928927E-3,40.106746,6.2,84.849942,0.2,56.325363,1.1,59.215514,6.9,85.974216,76.8,29.082604,40.5,58.133109,,,,,,,,,,,,,
203,"Hattiesburg, MS",0.927,28.851336,3.7860557641094749E-3,20.311734,3.9304392466390737E-3,43.24907,2.3470337215644753E-2,45.172254,No policy,0,4.8,22.87242,0.563,26.081282,0.58,90.777538,0,99.995998,22.0,1.857873,0.1,65.583183,1.5,33.731431,23.7,1.565495,35.4,44.782086,65.1,37.38203,,,,,,,,,,,,,
204,"Hickory-Lenoir-Morganton, NC",0.950,10.416909,7.1980822252357048E-4,8.411502,7.7122309556096845E-4,13.112618,1.0173718002275109E-2,9.076976,No policy,0,3.0,50.522887,0.560,27.290417,0.46,23.995065,0,99.995998,13.9,16.96744,0.2,60.135597,1.5,36.032014,14.6,18.838798,213.5,13.335872,145.7,11.075893,,,,,,,,,,,,,
205,"Hilton Head Island-Bluffton-Beaufort, SC",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.547,33.452087,0.53,71.184321,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
206,"Hinesville, GA",0.915,41.231239,3.4733370304427776E-3,19.173581,3.3273984997519044E-3,37.958712,3.4791745716704126E-2,74.446337,No policy,0,4.9,21.477811,0.563,25.980706,0.42,10.434439,0,99.995998,17.4,6.457169,0.3,39.959748,0.3,97.084019,19.1,5.668287,78.3,28.733273,7.5,97.730046,,,,,,,,,,,,,
207,"Homosassa Springs, FL",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.626,6.372334,0.47,32.659535,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
208,"Hot Springs, AR",0.937,19.7685,4.3868757138407228E-3,22.473903,1.2200186896480117E-3,17.715411,1.5548748831896999E-2,21.653573,No policy,0,4.1,31.002765,0.572,22.261885,0.54,74.676866,0,99.995998,12.8,22.751002,0.0,89.312711,2.3,10.252904,13.6,24.290577,0.0,96.798886,145.6,11.086124,,,,,,,,,,,,,
209,"Houma-Thibodaux, LA",0.923,33.082042,3.9435748450738451E-3,20.881632,4.2749676891976982E-3,46.147962,1.7431263600914643E-2,26.969379,No policy,0,7.2,6.973843,0.502,57.686458,0.49,44.38064,0,99.995998,19.4,3.768128,0.8,0.669739,2.2,10.875168,21.0,3.297462,181.5,15.352811,128.0,14.074197,,,,,,,,,,,,,
210,"Houston-The Woodlands-Sugar Land, TX",0.912,44.45155,2.4415520204960312E-2,74.907858,2.7211323274290286E-3,32.385898,1.4187078481849573E-2,18.049547,No policy,0,4.2,29.391685,0.474,71.754219,0.53,69.483898,1.5059329889767147E-2,34.236806,8.1,64.602349,0.2,52.922142,1.7,26.894635,8.9,66.586799,72.8,30.083707,118.6,16.06321,,,,,,,,,,,,,
211,"Huntington-Ashland, WV-KY-OH",0.941,16.278046,7.3973781898391405E-3,32.860233,2.09816545020892E-3,26.430617,2.3339849003819736E-2,44.779095,No policy,0,4.4,27.48066,0.545,34.307889,0.48,37.732172,0,99.995998,12.0,27.501957,0.0,89.312711,0.9,70.152998,12.8,29.9675,0.0,96.798886,38.6,60.208767,,,,,,,,,,,,,
212,"Huntsville, AL",0.949,10.688656,3.7812470863678271E-3,20.294301,8.3912606574190144E-4,13.818425,1.0121310694195527E-2,8.979015,No policy,0,4.0,33.63817,0.445,83.383006,0.53,68.375093,0,99.995998,12.5,24.544796,0.2,43.96797,1.7,26.842242,13.1,27.412862,286.7,10.156879,166.4,8.503861,,,,,,,,,,,,,
213,"Idaho Falls, ID",0.906,49.881592,3.0117944397641112E-2,82.839329,7.1960123560797533E-3,66.778687,1.5567958438640832E-2,21.706026,No policy,0,2.9,52.405627,0.489,64.13019,0.54,78.009173,0,99.995998,7.5,71.404959,0.2,62.663972,0.5,92.049852,8.3,73.127858,21.2,55.575462,29.5,71.076262,,,,,,,,,,,,,
214,"Indianapolis-Carmel-Anderson, IN",0.927,28.953165,1.1056024811692679E-2,44.401766,2.8921309735918605E-3,33.981645,1.5883862414448145E-2,22.574455,Policy in place,100,1.9,76.590299,0.458,78.458356,0.52,64.526399,0,99.995998,7.1,75.682648,0.1,65.085423,1.1,59.957656,7.7,79.272379,48.9,37.99534,67.1,36.143374,,,,,,,,,,,,,
215,"Iowa City, IA",0.792,99.134352,5.5422230670531765E-2,97.405536,2.0576913938126693E-2,97.928309,8.5752981989260083E-2,99.926195,No policy,0,2.5,61.434376,0.482,67.543802,0.56,85.500682,0,99.995998,9.6,47.818359,0.0,89.312711,0.4,94.143965,12.2,34.489223,0.0,96.798886,4.6,99.343543,,,,,,,,,,,,,
216,"Ithaca, NY",0.696,99.996881,6.5332621111887243E-2,98.846088,1.1402391420470889E-2,84.93809,0.157,99.999999,No policy,0,6.8,8.381042,0.524,45.399783,0.49,44.570725,0,99.995998,8.8,56.224365,0.0,89.312711,0.8,76.910302,12.7,30.390731,0.0,96.798886,5.0,99.159446,,,,,,,,,,,,,
217,"Jackson, MI",0.936,20.897488,5.8556331499907298E-3,27.63407,5.1140226191211911E-3,52.80714,1.8679315246276498E-2,30.648416,Policy in place,100,4.4,27.704326,0.526,44.317117,0.42,9.350516,0,99.995998,9.2,51.826432,0.1,68.485201,0.7,78.917804,9.9,55.808139,24.4,52.633996,40.1,58.523842,,,,,,,,,,,,,
218,"Jackson, MS",0.947,12.268066,3.9886233103454119E-3,21.044211,8.9012847520992199E-4,14.345879,1.1143560768223261E-2,10.985514,No policy,0,4.3,28.111869,0.526,44.65266,0.48,35.396247,4.0009482563810643E-5,94.732875,14.3,15.194767,0.2,49.421515,1.4,38.680732,15.1,16.614659,241.0,11.954919,128.3,13.998795,,,,,,,,,,,,,
219,"Jackson, TN",0.926,29.96751,7.8331117701196436E-3,34.30031,1.4929951937825954E-3,20.461324,1.2496165252070764E-2,13.93618,No policy,0,4.6,24.76274,0.568,23.702284,0.44,14.74317,0,99.995998,14.4,14.686387,0.0,89.312711,1.3,45.999105,15.6,14.640662,0.0,96.798886,103.8,19.980331,,,,,,,,,,,,,
220,"Jacksonville, FL",0.915,40.809057,1.2573317451248131E-2,48.799458,6.0671502309681295E-3,59.656171,1.3549807445857261E-2,16.4482,No policy,0,4.9,21.122776,0.505,55.683559,0.58,91.158019,2.5504826660674401E-3,57.63052,10.4,40.277996,0.6,3.800497,2.4,7.943203,11.4,41.128938,97.9,24.715814,177.6,7.42142,,,,,,,,,,,,,
221,"Jacksonville, NC",0.852,88.879618,2.198557196839574E-3,14.42077,4.3169586625443719E-3,46.494875,5.5387610214130308E-2,96.461772,No policy,0,6.5,9.687278,0.566,24.397792,0.49,44.676347,0,99.995998,11.2,33.481378,0.7,1.742464,2.2,12.519138,13.1,27.292976,157.3,17.286882,38.8,59.95619,,,,,,,,,,,,,
222,"Janesville-Beloit, WI",0.922,33.449836,6.220459607757918E-3,28.888689,2.9472483294398868E-3,34.492118,2.2681588526104201E-2,42.787922,No policy,0,6.2,11.145063,0.504,56.505176,0.48,40.931624,0,99.995998,12.2,25.98395,0.0,89.312711,0.5,90.59899,13.3,26.49291,0.0,96.798886,22.0,80.841054,,,,,,,,,,,,,
223,"Jefferson City, MO",0.936,20.701658,3.0132357082511968E-3,17.481321,1.2531681216558716E-3,18.0507,1.6741762883694732E-2,24.984438,No policy,0,4.0,33.046094,0.457,78.753726,0.56,84.724406,0,99.995998,15.7,10.384762,0.0,89.312711,0.8,75.764973,16.8,10.604856,0.0,96.798886,48.1,50.575509,,,,,,,,,,,,,
224,"Johnson City, TN",0.929,27.252053,4.268880683020909E-3,22.051714,1.716960274713644E-3,22.68963,1.3770962203353953E-2,16.997255,No policy,0,3.0,51.188872,0.555,29.469546,0.36,0.965002,0,99.995998,10.2,42.458776,0.1,73.303999,0.4,93.786866,11.0,44.999976,58.7,34.285891,29.3,71.307273,,,,,,,,,,,,,
225,"Johnstown, PA",0.919,37.138645,9.2820641702270248E-3,38.964956,1.273351763424646E-3,18.254589,3.0208595124403118E-2,64.039116,No policy,0,6.4,10.500061,0.511,52.585756,0.56,83.95366,0,99.995998,10.3,40.983588,0.1,65.443623,0.7,81.668074,11.2,42.289466,109.7,22.799948,23.1,79.372961,,,,,,,,,,,,,
226,"Jonesboro, AR",0.926,30.237596,2.8016616752004637E-3,16.695229,2.1253985122210413E-3,26.695238,1.4452709883103081E-2,18.733915,No policy,0,4.8,22.203544,0.544,34.962259,0.55,80.531534,0,99.995998,19.5,3.707243,0.0,89.312711,1.5,35.938392,21.0,3.29904,0.0,96.798886,102.7,20.325097,,,,,,,,,,,,,
227,"Joplin, MO",0.929,26.819321,2.2921975643800181E-3,14.777676,2.6379480349848256E-3,31.603232,1.6416744567235662E-2,24.063025,No policy,0,3.4,42.364807,0.540,37.253995,0.52,64.908615,0,99.995998,15.8,10.1771,0.3,25.262,1.1,55.111865,17.0,10.039633,130.1,20.074526,69.7,34.568601,,,,,,,,,,,,,
228,"Kahului-Wailuku-Lahaina, HI",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.571,22.480719,0.51,57.473436,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
229,"Kalamazoo-Portage, MI",0.920,36.327228,9.6712457518031425E-3,40.184186,4.1681707042982557E-3,45.259326,2.7168027678832911E-2,55.953327,No policy,0,2.7,56.938718,0.531,41.755776,0.46,25.026694,0,99.995998,10.1,43.349697,0.2,43.172379,0.7,82.998156,11.0,44.923162,58.6,34.299211,24.7,77.201489,,,,,,,,,,,,,
230,"Kankakee, IL",0.904,51.889573,1.9984078058339627E-2,66.797385,4.5316295494907018E-3,48.246245,2.7822572414215437E-2,57.76393,No policy,0,3.5,40.434173,0.504,56.16864,0.51,58.294913,0,99.995998,11.0,35.465152,0.0,89.312711,1.1,60.266798,12.1,34.789328,0.0,96.798886,38.1,60.723664,,,,,,,,,,,,,
231,"Kansas City, MO-KS",0.924,31.941537,1.2188170804176722E-2,47.705731,1.688758989533939E-3,22.410253,1.3180607266009354E-2,15.548027,Policy in place,100,3.5,40.666233,0.455,79.512805,0.49,43.746977,2.8778169654676213E-3,55.481329,8.9,55.245388,8.8314586763291986E-2,75.667368,1.1,59.714832,9.7,58.104795,52.3,36.611446,81.1,28.539205,,,,,,,,,,,,,
232,"Kennewick-Richland, WA",0.915,40.730085,1.3411310265157669E-2,51.125404,3.1226873161134274E-3,36.103923,2.3212577390299815E-2,44.395087,No policy,0,1.1,91.300404,0.468,74.333053,0.45,20.261869,0,99.995998,6.6,80.825779,0.0,89.312711,0.3,96.017263,7.2,83.389898,0.0,96.798886,13.6,91.768863,,,,,,,,,,,,,
233,"Killeen-Temple, TX",0.924,31.77843,2.5729793002158873E-3,15.83917,1.8883238641069387E-3,24.379628,3.5116198174620264E-2,75.095565,No policy,0,6.2,11.453204,0.503,57.153289,0.48,39.869036,0,99.995998,12.2,26.235867,9.9979854059407042E-2,73.455419,1.7,24.264687,13.2,26.922423,52.9,36.35971,49.8,49.050065,,,,,,,,,,,,,
234,"Kingsport-Bristol-Bristol, TN-VA",0.953,8.401235,2.2374371462003098E-3,14.569149,1.0831409506340723E-3,16.325075,1.0878846336295499E-2,10.446814,No policy,0,4.2,29.801344,0.553,30.470848,0.39,3.174578,0,99.995998,13.0,21.345221,0.0,89.312711,1.1,57.477475,13.6,24.126541,0.0,96.798886,101.6,20.646833,,,,,,,,,,,,,
235,"Kingston, NY",0.864,83.287535,2.1149986502505838E-2,69.112908,4.5656741118061993E-3,48.520561,3.8555885494301709E-2,81.265931,No policy,0,1.1,91.585744,0.530,42.42807,0.52,64.252303,0,99.995998,8.7,57.971904,0.1,71.517586,0.7,83.640231,10.0,54.12442,24.1,52.951674,17.1,87.366063,,,,,,,,,,,,,
236,"Knoxville, TN",0.938,19.079794,4.7373035255808132E-3,23.720945,1.897426263385309E-3,24.469024,1.1869872878702486E-2,12.529745,Policy in place,100,3.3,44.95724,0.502,57.303529,0.46,24.083738,3.1676291644872887E-3,53.764441,11.2,33.134817,0.0,89.312711,0.9,72.174434,12.0,35.84361,0.0,96.798886,73.0,32.654196,,,,,,,,,,,,,
237,"Kokomo, IN",0.935,21.758996,4.0588408934369774E-3,21.297272,4.3786283577683755E-3,47.001807,1.955623339565089E-2,33.282301,No policy,0,1.2,89.873829,0.471,72.976684,0.45,21.853776,0,99.995998,10.1,43.455909,0.4,12.488854,1.1,56.642838,10.8,46.748791,102.2,23.975984,57.2,42.949612,,,,,,,,,,,,,
238,"La Crosse-Onalaska, WI-MN",0.881,72.331718,1.0682341637111245E-2,43.282503,1.1572536773537184E-2,85.440161,4.5696683669864777E-2,90.272653,Policy in place,100,3.0,51.815602,0.484,66.948212,0.50,52.341362,0,99.995998,6.0,86.755964,0.0,89.312711,1.0,61.037628,6.8,87.084425,0.0,96.798886,22.9,79.606749,,,,,,,,,,,,,
239,"Lafayette, LA",0.940,17.378346,8.5149967896780508E-3,36.519713,4.922493655792338E-3,51.338313,1.8130675390589171E-2,29.019241,No policy,0,3.4,43.539258,0.488,64.720926,0.57,89.745372,0,99.995998,8.8,56.265469,0.3,30.699013,1.9,20.359273,9.4,60.931495,63.0,32.886416,102.6,20.344958,,,,,,,,,,,,,
240,"Lafayette-West Lafayette, IN",0.870,80.221608,2.6754547851305037E-2,78.475065,9.4489849723174268E-3,77.991541,5.169522805167414E-2,94.718702,Policy in place,100,3.4,43.354824,0.513,51.762145,0.44,14.915698,0,99.995998,10.2,42.53953,0.0,89.312711,0.7,81.690591,11.7,38.363483,0.0,96.798886,13.5,91.847112,,,,,,,,,,,,,
241,"Lake Charles, LA",0.954,7.968947,4.6447035208719905E-3,23.392396,1.5287843247091225E-3,20.81887,1.3724048594335328E-2,16.880181,No policy,0,5.5,16.248842,0.505,55.785064,0.51,58.922621,0,99.995998,15.1,12.363286,0.5,7.995356,2.9,2.957837,15.8,13.848108,330.8,8.828476,213.7,4.909308,,,,,,,,,,,,,
242,"Lake Havasu City-Kingman, AZ",0.930,26.328462,3.74586852735953E-3,20.165981,1.6746235769372017E-3,22.270088,1.8905618802791041E-2,31.324989,No policy,0,7.4,6.333568,0.594,14.037173,0.47,34.781567,0,99.995998,20.6,2.716495,0.2,52.360689,2.4,7.89462,22.1,2.413971,119.9,21.353973,127.4,14.176196,,,,,,,,,,,,,
243,"Lakeland-Winter Haven, FL",0.927,29.381579,5.0812620515754458E-3,24.935233,2.7631216493971562E-3,32.779397,1.1565274511050367E-2,11.870507,Policy in place,100,3.6,39.965241,0.567,24.163385,0.47,32.187562,0,99.995998,13.0,21.602415,0.5,6.328096,2.7,4.85465,14.0,22.124642,193.4,14.538353,231.1,4.079253,,,,,,,,,,,,,
244,"Lancaster, PA",0.888,67.133679,1.1673293250581846E-2,46.21951,6.9134665115076288E-3,65.095107,3.6482576933023016E-2,77.701515,No policy,0,3.0,50.20981,0.481,68.475007,0.54,75.775776,0,99.995998,9.6,48.096035,0.3,30.734075,0.7,79.674285,10.8,46.330388,44.8,39.792227,20.2,83.315876,,,,,,,,,,,,,
245,"Lansing-East Lansing, MI",0.882,71.545216,2.2076391920500579E-2,70.858281,1.2425304999694882E-2,87.739228,3.9984415560030608E-2,83.457196,No policy,0,1.9,75.119323,0.493,62.183654,0.44,15.902596,0,99.995998,6.9,77.367294,0.2,58.212465,0.8,77.166751,7.9,77.179016,14.0,64.002594,19.5,84.158729,,,,,,,,,,,,,
246,"Laredo, TX",0.925,30.928797,1.5163107002443948E-2,55.74753,4.5691212411008394E-4,9.764004,1.6300074381043458E-2,23.734693,No policy,0,2.3,66.282468,0.628,6.096075,0.46,27.540071,0,99.995998,7.2,75.0456,0.0,89.312711,1.9,20.69352,7.7,78.481934,0.0,96.798886,113.5,17.295829,,,,,,,,,,,,,
247,"Las Cruces, NM",0.913,43.453077,4.715333566189312E-3,23.643058,8.9067411805798108E-3,75.633287,2.8804284550005822E-2,60.410336,Policy in place,100,2.3,65.768007,0.591,15.059697,0.49,44.675694,0,99.995998,9.2,52.458161,0.3,34.821877,1.1,60.760035,10.1,53.867693,32.2,46.749872,36.5,62.49816,,,,,,,,,,,,,
248,"Las Vegas-Henderson-Paradise, NV",0.901,55.071821,3.6579240413020783E-2,89.096853,4.0991942071913444E-3,44.6806,1.803735345773998E-2,28.743857,Policy in place,100,3.0,52.007651,0.497,60.378321,0.38,2.379345,1.3850413092603387E-2,34.593998,6.0,86.666867,0.2,57.855012,1.8,24.149282,6.7,88.181063,42.8,40.775038,97.2,22.111525,,,,,,,,,,,,,
249,"Lawrence, KS",0.868,81.330352,1.6913071172349057E-2,60.039365,1.5488283214321634E-2,93.545828,5.3655838278185659E-2,95.721037,Policy in place,100,2.7,58.540561,0.523,45.970564,0.61,96.847387,0,99.995998,7.2,74.376197,0.4,23.902211,0.4,95.151367,8.3,72.537064,22.7,54.145888,6.6,98.344627,,,,,,,,,,,,,
250,"Lawton, OK",0.855,87.904945,9.5322429419731226E-3,39.750394,1.3022189811438692E-3,18.545863,4.5022050908080702E-2,89.615271,No policy,0,3.8,36.588095,0.488,64.903742,0.55,79.350032,0,99.995998,9.3,51.012953,0.2,60.971623,1.8,23.565241,10.9,45.47105,123.5,20.891537,39.3,59.454226,,,,,,,,,,,,,
251,"Lebanon, PA",0.916,39.672918,5.9859432993761355E-3,28.083451,2.9218984442865039E-3,34.257577,3.5094369422727631E-2,75.052253,No policy,0,2.2,68.578064,0.471,72.770983,0.55,82.289008,0,99.995998,13.6,18.460634,0.2,63.108302,0.8,78.703572,14.8,17.952413,51.6,36.889366,21.5,81.569491,,,,,,,,,,,,,
252,"Lewiston, ID-WA",0.917,39.170926,8.1453634085213028E-3,35.321872,2.9485478401887069E-3,34.50413,3.0591183841957834E-2,64.993807,No policy,0,0.0,99.833373,0.528,43.411016,0.47,30.546183,0,99.995998,13.5,19.003962,0.0,89.312711,1.0,65.001934,14.7,18.560791,0.0,96.798886,32.2,67.666327,,,,,,,,,,,,,
253,"Lewiston-Auburn, ME",0.919,36.750738,3.6146226138606121E-3,19.688935,2.7353900861647878E-3,32.519632,4.0737773783239874E-2,84.529243,No policy,0,0.9,94.018024,0.538,37.999901,0.62,98.452941,0,99.995998,8.8,57.071131,0.0,89.312711,0.6,88.224627,9.5,59.498423,0.0,96.798886,13.7,91.57383,,,,,,,,,,,,,
254,"Lexington-Fayette, KY",0.911,44.804158,1.0524271006453562E-2,42.804816,5.6592778053571047E-3,56.819467,3.3364270143100734E-2,71.450872,No policy,0,1.9,76.791355,0.467,74.639887,0.50,50.810505,0,99.995998,10.4,40.24528,0.1,68.171363,1.4,40.741974,11.4,40.657399,22.4,54.507769,41.7,56.870134,,,,,,,,,,,,,
255,"Lima, OH",0.942,15.973306,4.6191904376190369E-3,23.301751,2.3205411677138291E-3,28.580468,2.294270890343484E-2,43.579211,No policy,0,1.9,75.85253,0.505,55.591127,0.47,30.537018,0,99.995998,8.5,59.533321,0.0,89.312711,0.2,98.145377,9.1,64.499619,0.0,96.798886,8.3,97.131041,,,,,,,,,,,,,
256,"Lincoln, NE",0.907,48.976264,1.0780936330516246E-2,43.579185,1.3996629408411608E-2,91.138353,2.9759101836476742E-2,62.898588,No policy,0,1.6,82.1481,0.454,79.888047,0.50,55.009107,0,99.995998,5.3,92.238154,6.6120030335869912E-2,79.644343,0.4,93.968803,5.8,93.743013,4.7,81.304702,13.3,92.044366,,,,,,,,,,,,,
257,"Little Rock-North Little Rock-Conway, AR",0.947,12.453991,6.5556359241523907E-3,30.031665,8.5760414091565261E-4,14.009769,1.2439838001324557E-2,13.806949,No policy,0,4.7,23.242018,0.491,63.431417,0.54,78.012244,0,99.995998,13.7,17.883753,0.3,29.851129,1.6,29.022371,14.5,19.638746,367.3,7.942862,131.2,13.456576,,,,,,,,,,,,,
258,"Logan, UT-ID",0.864,83.335323,1.7867435158501442E-2,62.243902,2.1849620120513492E-2,98.45871,4.2616365382935985E-2,86.963087,No policy,0,0.0,99.833373,0.524,45.726817,0.54,76.709806,0,99.995998,5.4,91.758551,0.2,61.641152,0.5,91.555635,6.2,91.496121,7.2,75.485312,11.1,94.517956,,,,,,,,,,,,,
259,"Longview, TX",0.939,18.205464,3.5091938692961935E-3,19.304555,2.7111528959048474E-3,32.29222,1.1183505695607495E-2,11.067938,No policy,0,12.0,0.720053,0.517,49.31007,0.54,75.704025,0,99.995998,23.0,1.380263,0.4,20.306097,2.6,6.098004,24.5,1.233557,139.4,19.036711,228.0,4.211918,,,,,,,,,,,,,
260,"Longview, WA",0.928,28.223164,2.9802083598665275E-3,17.35896,6.1896635166458647E-3,60.480725,1.8772765480526758E-2,30.927505,No policy,0,1.0,93.312036,0.549,32.424909,0.37,1.728862,0,99.995998,6.3,84.161853,0.4,18.470891,0.8,76.999627,6.8,87.364925,63.3,32.773809,41.8,56.798378,,,,,,,,,,,,,
261,"Los Angeles-Long Beach-Anaheim, CA",0.847,90.946795,6.0880411803631976E-2,98.332539,8.5768309818642294E-3,74.097249,2.6677464926038699E-2,54.573849,No policy,0,1.5,84.66677,0.530,42.467968,0.51,56.345711,5.2753691030140798E-2,33.19011,3.7,98.902502,0.3,41.156051,1.7,26.003409,4.4,98.873064,29.7,48.521392,63.9,38.192687,,,,,,,,,,,,,
262,"Louisville/Jefferson County, KY-IN",0.925,31.422529,2.0401631724130925E-2,67.642102,2.3893345254605521E-3,29.240328,1.6288454146282817E-2,23.702063,No policy,0,3.1,48.631864,0.485,66.531751,0.46,27.603517,9.7060248913653918E-3,37.058548,10.3,41.45053,0.2,47.36291,1.6,29.640367,11.1,43.43021,93.9,25.451035,99.3,21.387545,,,,,,,,,,,,,
263,"Lubbock, TX",0.927,29.410904,9.0805482371747424E-3,38.327941,4.0481335662058554E-3,44.24979,2.0581095882300702E-2,36.391647,No policy,0,4.4,27.755823,0.515,50.486642,0.58,92.622686,0,99.995998,11.6,30.57409,0.2,50.545672,1.7,24.484919,12.5,31.866052,51.7,36.847758,84.7,26.922298,,,,,,,,,,,,,
264,"Lynchburg, VA",0.921,34.970758,1.2624508778253492E-2,48.943663,9.2310126860488634E-4,14.685782,2.3481937985177632E-2,45.207179,No policy,0,6.7,9.054083,0.534,40.078592,0.50,52.3107,0,99.995998,12.5,24.24251,7.9686291009553586E-2,77.251481,0.9,71.607523,13.6,24.479964,86.3,26.938708,37.3,61.61376,,,,,,,,,,,,,
